range sp1 sp2 sp3 sp4 sp5 sp6 sp7 sp8 sp9 sp10 median_gnd mean_gnd qdist qscore_resolved qscore_unresolved both_resolved both_unresolved
15.0_20.0 AG-918-N23 AG-439-N16 AG-918-M15 AG-349-C11 AG-349-F22 AG-912-D17 AG-912-J06 AG-916-L09 AG-917-N08 AG-895-E15 18.4139 18.8477 0.666667 0 70 0 182
15.0_20.0 AG-447-P19 AG-349-C11 AG-912-D17 AG-919-I13 AG-916-L09 AG-920-I07 AG-896-O16 AG-903-M21 AH-326-G20 AG-453-G04 18.4134 18.9789 0.666667 0 70 0 122
15.0_20.0 AG-313-A04 AG-915-B23 AG-349-C11 AG-349-F22 AG-919-M05 AG-919-I13 AG-912-J06 AG-896-O16 AG-918-N23 AH-326-G20 19.036 19.3309 0.666667 0 70 0 182
15.0_20.0 AG-390-E21 AG-422-C13 AG-893-P10 AG-430-J07 AG-390-E04 AH-321-K15 AG-899-J23 AG-325-L05 AG-333-M03 AG-390-O04 19.4999 19.444 0.666667 0 70 0 210
15.0_20.0 AG-447-P19 AG-891-O15 AG-313-A04 AG-349-C11 AG-349-F22 AG-919-M05 AG-911-E05 AG-919-I13 AH-287-E19 AH-326-G20 19.7908 19.3017 0.687302 1 64.6667 16 86
15.0_20.0 AH-326-G20 AG-917-K20 AG-912-D17 AG-919-I13 AG-919-M05 AG-903-M21 AG-910-C16 AG-920-I07 AG-917-N08 AG-896-O16 17.7026 18.3006 0.663492 1 69.6667 1 155
15.0_20.0 AG-919-F21 AG-349-C11 AG-349-F22 AG-919-M05 AG-912-D17 AG-919-I13 AG-911-E05 AG-916-L09 AG-905-B19 AH-287-E19 18.2537 18.1316 0.666667 0 70 0 182
15.0_20.0 AG-915-C08 AG-893-P10 AG-410-L19 AG-426-B11 AG-390-E04 AG-908-O10 AH-324-I20 AG-920-C09 AG-325-L02 AG-359-G22 19.1317 19.0696 0.666667 0 70 0 182
15.0_20.0 AG-447-P19 AG-349-F22 AG-916-K14 AG-912-D17 AG-912-J06 AH-287-E19 AG-911-G13 AG-920-I07 AG-895-E15 AG-914-J05 18.3213 18.5851 0.666667 0 70 0 210
15.0_20.0 AG-447-P19 AG-918-M15 AG-349-C11 AG-919-M05 AG-912-D17 AG-919-I13 AG-916-L09 AG-905-B19 AG-917-N08 AG-911-G13 16.7458 17.4002 0.666667 0 70 0 182
15.0_20.0 AG-422-C13 AG-893-P10 AH-321-P04 AG-390-E04 AG-894-I19 AG-916-G19 AG-919-C02 AH-321-N11 AH-324-K07 AG-390-O04 19.3429 19.4653 0.577778 28 60.6667 28 155
15.0_20.0 AG-390-E21 AG-892-C08 AG-914-L04 AG-390-E04 AG-422-J03 AH-321-K15 AH-287-E08 AH-321-N11 AG-325-L05 AH-321-L23 19.8666 19.5351 0.666667 0 70 0 210
15.0_20.0 AG-918-N23 AG-918-M15 AG-911-E05 AG-912-D17 AG-349-C11 AG-905-B19 AH-287-E19 AG-917-N08 AG-920-I07 AG-447-P19 18.979 18.7281 0.666667 0 70 0 182
15.0_20.0 AG-410-K05 AG-390-O04 AH-324-K07 AG-325-L05 AG-410-L19 AG-390-E04 AG-894-B13 AH-324-K11 AG-447-B22 AG-893-P10 20.3091 20.0327 0.666667 0 70 0 210
15.0_20.0 AG-447-N08 AG-447-L14 AH-324-K11 AG-422-J03 AG-426-I10 AG-905-A07 AG-325-C18 AG-390-E21 AH-321-D17 AG-349-E20 20.1855 20.025 0.666667 0 70 0 210
15.0_20.0 AG-390-E21 AG-325-E08 AG-390-M07 AG-422-C13 AG-426-B11 AH-321-K15 AG-426-I10 AG-919-F03 AG-390-E04 AG-422-G15 19.8973 19.5042 0.666667 0 70 0 210
15.0_20.0 AH-326-G20 AG-912-J06 AG-916-L09 AG-905-B19 AG-903-M21 AG-911-E05 AG-916-K14 AG-914-J05 AG-917-F18 AG-453-G04 17.7198 18.4694 0.666667 0 70 0 147
15.0_20.0 AG-430-K05 AG-390-O04 AG-325-L05 AG-447-K09 AG-920-C09 AG-430-J07 AG-914-L04 AH-321-K15 AH-324-K11 AG-915-C08 19.7289 19.6519 0.666667 0 70 0 210
15.0_20.0 AG-447-K09 AG-325-J17 AG-920-C09 AH-324-I20 AH-321-K15 AH-287-E08 AG-325-C18 AG-915-C08 AG-333-D08 AG-333-M03 19.6832 19.5077 0.666667 0 70 0 210
15.0_20.0 AG-918-N23 AG-349-C11 AH-287-I04 AG-919-M05 AG-911-E05 AG-919-I13 AG-895-E15 AG-920-I07 AH-287-E19 AG-447-P19 18.6096 18.7358 0.666667 0 70 0 155
15.0_20.0 AG-918-N23 AH-287-I04 AG-919-M05 AG-349-F22 AG-916-K14 AG-919-I13 AG-916-L09 AG-914-J05 AG-349-N13 AH-326-G20 19.036 18.9502 0.666667 0 70 0 86
15.0_20.0 AG-910-G11 AH-326-G20 AG-915-B23 AG-912-D17 AG-919-I13 AG-911-E05 AH-287-I04 AG-919-M05 AG-903-M21 AG-920-I07 17.4442 18.1124 0.666667 0 70 0 182
15.0_20.0 AH-326-G20 AG-313-A04 AG-916-L09 AG-917-N08 AG-895-E15 AG-349-C11 AH-287-I04 AG-919-M05 AG-349-F22 AG-453-G04 18.7955 18.9794 0.647619 6 68 6 64
15.0_20.0 AG-918-M15 AG-349-F22 AG-919-M05 AG-916-K14 AG-919-I13 AG-912-J06 AG-905-B19 AG-917-N08 AG-915-B23 AG-447-P19 17.3783 17.7936 0.666667 0 70 0 182
15.0_20.0 AG-447-N08 AG-430-J07 AG-422-J03 AG-894-L13 AG-359-F04 AG-325-C18 AG-915-C08 AG-893-P10 AG-333-D08 AG-390-O04 19.749 19.5761 0.666667 0 70 0 210
15.0_20.0 AG-447-N08 AG-447-L14 AG-333-D08 AG-892-C08 AG-896-C18 AG-908-O10 AG-325-L02 AG-903-F09 AH-324-K07 AG-899-J23 20.3223 20.2143 0.666667 0 70 0 210
15.0_20.0 AG-430-K05 AH-324-K07 AG-325-L05 AG-447-K09 AG-349-E20 AG-390-E21 AG-447-L14 AG-325-C18 AG-359-F04 AG-915-C08 20.0472 19.9804 0.666667 0 70 0 210
15.0_20.0 AG-422-F15 AG-919-F21 AG-349-F22 AG-919-M05 AG-916-K14 AG-910-C16 AH-287-E19 AG-896-O16 AG-920-I07 AG-918-N23 19.7501 19.4668 0.666667 0 70 0 122
15.0_20.0 AG-447-N08 AG-447-L14 AG-333-D08 AG-893-P10 AG-430-J07 AG-914-L04 AG-390-E04 AG-422-J03 AG-325-L02 AG-349-E20 19.8666 19.6639 0.666667 0 70 0 210
15.0_20.0 AG-453-G04 AG-918-N23 AG-349-C11 AG-349-F22 AG-919-M05 AG-916-K14 AG-919-I13 AG-920-I07 AG-917-N08 AG-910-G11 19.036 19.249 0.665079 4 66.3333 11 81
15.0_20.0 AG-918-N23 AG-349-C11 AG-349-F22 AG-912-D17 AG-919-I13 AG-911-E05 AG-895-E15 AG-896-O16 AG-447-P19 AH-326-G20 19.0981 19.1997 0.666667 0 70 0 147
15.5_20.5 AG-390-E21 AG-892-C18 AG-422-C13 AG-896-C18 AH-324-I20 AH-287-E08 AG-390-E04 AG-894-I19 AG-390-O04 AG-422-G15 19.0223 19.1096 0.666667 0 70 0 210
15.5_20.5 AG-447-P19 AG-349-C11 AG-916-K14 AG-912-D17 AG-919-I13 AG-916-L09 AG-920-I07 AG-917-N08 AG-903-M21 AG-914-J05 17.7033 18.1283 0.677778 0 67.6667 7 161
15.5_20.5 AG-333-D08 AG-430-J07 AG-390-E04 AG-422-J03 AG-426-I10 AG-333-M03 AG-895-B06 AG-447-O23 AH-321-L23 AG-430-A11 20.4002 20.2029 0.666667 0 70 0 147
15.5_20.5 AG-915-B23 AG-349-F22 AG-916-K14 AG-912-D17 AG-916-L09 AG-920-I07 AH-287-E19 AG-895-E15 AG-914-J05 AG-447-P19 18.4609 18.5763 0.666667 0 70 0 210
15.5_20.5 AG-313-A04 AG-915-B23 AG-918-M15 AG-349-F22 AG-916-K14 AG-912-D17 AG-920-I07 AG-896-O16 AG-918-N23 AG-447-P19 19.4306 19.2882 0.666667 0 70 0 182
15.5_20.5 AG-447-N08 AG-920-C09 AG-349-O13 AG-893-P10 AG-325-L02 AG-892-C18 AH-321-N11 AH-324-K07 AG-390-O04 AG-422-G15 20.4161 20.3065 0.666667 0 70 0 140
15.5_20.5 AG-918-M15 AG-349-F22 AH-287-I04 AG-912-D17 AG-895-E15 AH-287-E19 AG-911-G13 AG-920-I07 AG-915-B23 AG-918-N23 18.1312 18.5512 0.666667 0 70 0 182
15.5_20.5 AG-447-N08 AG-333-D08 AG-390-E04 AG-908-O10 AH-324-I20 AG-894-B13 AG-426-I10 AG-390-L03 AG-447-K11 AG-422-G15 20.6631 20.6813 0.666667 0 70 0 147
15.5_20.5 AG-313-A04 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AH-287-E19 AG-917-N08 AG-911-G13 AG-920-I07 AG-447-P19 19.4353 19.3722 0.666667 0 70 0 210
15.5_20.5 AG-313-A04 AG-915-B23 AG-349-C11 AG-349-F22 AG-912-D17 AH-287-E19 AG-917-N08 AG-920-I07 AG-914-J05 AG-447-P19 19.2037 19.1966 0.666667 0 70 0 210
15.5_20.5 AG-447-L14 AG-333-D08 AG-422-C13 AG-410-L19 AG-426-B11 AG-908-F20 AG-390-D15 AG-447-O23 AG-390-L03 AG-325-L05 20.4432 20.5785 0.666667 0 70 0 182
15.5_20.5 AG-918-N23 AG-918-M15 AG-903-M21 AH-287-E19 AG-917-N08 AG-896-O16 AG-920-I07 AG-349-C11 AG-349-F22 AG-919-M05 18.3872 18.6674 0.666667 0 70 0 182
15.5_20.5 AG-430-K05 AG-390-O04 AH-324-K07 AG-319-M14 AG-447-K09 AG-892-C18 AH-324-K11 AG-430-J07 AG-914-L04 AG-422-J03 20.4309 20.5757 0.666667 0 70 0 182
15.5_20.5 AG-915-B23 AG-895-E15 AH-287-E19 AG-917-N08 AG-896-O16 AG-920-I07 AG-912-D17 AG-914-J05 AG-918-N23 AG-447-P19 19.0496 18.946 0.666667 0 70 0 147
15.5_20.5 AG-422-C13 AG-893-P10 AG-914-L04 AG-894-B13 AG-325-L02 AG-390-D15 AG-911-G16 AG-920-K11 AG-390-I17 AG-430-A11 20.9446 20.9317 0.666667 0 70 0 147
15.5_20.5 AG-410-K05 AG-422-G15 AG-905-P05 AH-324-K07 AG-915-C08 AG-893-P10 AG-410-L19 AH-324-I20 AH-324-K11 AG-325-L02 20.5476 20.404 0.666667 0 70 0 147
15.5_20.5 AG-447-L14 AG-915-C08 AG-914-L04 AG-896-C18 AG-895-K10 AG-422-J03 AG-325-L02 AG-447-K09 AH-321-N11 AG-911-B23 20.4586 20.66 0.666667 0 70 0 182
15.5_20.5 AG-430-K05 AG-897-G15 AG-325-L05 AG-333-M03 AG-390-O04 AG-896-O18 AG-447-L14 AG-915-C08 AG-390-M02 AG-903-E15 20.4144 20.4096 0.663492 1 69.6667 1 155
15.5_20.5 AG-313-A04 AG-915-B23 AG-919-F21 AG-349-C11 AG-349-F22 AG-916-K14 AG-912-D17 AG-919-I13 AG-917-N08 AG-914-J05 18.6636 18.9493 0.666667 0 70 0 182
15.5_20.5 AG-313-A04 AG-915-B23 AG-916-K14 AG-912-D17 AG-919-I13 AG-349-F22 AG-917-N08 AG-914-J05 AG-918-N23 AG-447-P19 19.4306 19.2561 0.666667 0 70 0 182
15.5_20.5 AG-313-A04 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-919-I13 AG-920-I07 AH-287-E19 AG-918-N23 AG-349-N13 19.7908 19.8222 0.666667 0 70 0 182
15.5_20.5 AG-447-L14 AG-410-L19 AG-426-B11 AH-321-K15 AG-359-F04 AG-891-L02 AG-903-E15 AG-333-M03 AH-324-K07 AG-430-A11 20.8402 20.6603 0.666667 0 70 0 147
15.5_20.5 AG-325-L02 AH-324-I20 AH-287-E08 AG-894-I19 AG-333-D08 AG-447-K09 AG-333-M03 AG-390-O04 AH-321-N11 AH-324-K07 20.3035 20.1432 0.666667 0 70 0 140
15.5_20.5 AG-917-F18 AG-918-N23 AG-916-K14 AG-912-D17 AG-919-I13 AG-349-F22 AG-895-E15 AH-287-E19 AG-911-G13 AG-447-P19 19.6631 19.4607 0.666667 0 70 0 147
15.5_20.5 AG-439-N16 AG-918-M15 AG-349-C11 AG-919-M05 AG-912-D17 AG-919-I13 AH-287-E19 AG-917-N08 AG-920-I07 AG-313-A04 18.9427 18.9533 0.663492 1 69.6667 1 155
15.5_20.5 AG-447-P19 AG-891-O15 AG-313-A04 AG-915-B23 AG-916-K14 AG-919-I13 AH-287-I04 AG-903-M21 AH-287-E19 AG-917-N08 19.6631 19.0261 0.666667 0 70 0 182
15.5_20.5 AG-313-A04 AG-915-B23 AG-918-M15 AG-349-C11 AG-349-F22 AG-911-E05 AG-916-K14 AG-912-D17 AG-903-M21 AG-918-N23 18.4609 18.9222 0.666667 0 70 0 210
15.5_20.5 AG-915-B23 AG-349-C11 AG-349-F22 AG-912-D17 AG-919-I13 AG-895-E15 AG-896-O16 AG-914-J05 AG-918-N23 AG-349-N13 18.7298 19.0032 0.666667 0 70 0 210
15.5_20.5 AG-447-K09 AG-410-L19 AG-390-E04 AH-324-I20 AH-321-K15 AH-287-J18 AG-422-C13 AG-915-C08 AG-325-L02 AG-390-O04 18.8469 18.7071 0.666667 0 70 0 210
15.5_20.5 AG-919-F21 AG-313-A04 AG-916-K14 AG-912-D17 AG-919-I13 AG-920-I07 AG-917-N08 AG-896-O16 AG-918-N23 AG-447-P19 19.9969 19.3211 0.666667 6 64 18 65
15.5_20.5 AG-447-N08 AG-447-K09 AG-390-E21 AG-920-C09 AG-914-L04 AH-321-K15 AG-908-O10 AH-324-K07 AG-337-D17 AG-390-D18 20.1816 20.4197 0.666667 0 70 0 182
15.5_20.5 AG-916-N14 AG-390-E21 AG-390-D15 AG-430-J07 AG-390-E04 AG-422-J03 AG-894-K15 AH-324-I20 AG-895-K10 AG-390-O04 19.8149 19.7741 0.666667 0 70 0 210
15.5_20.5 AG-915-B23 AG-349-C11 AG-349-F22 AG-919-I13 AG-895-E15 AG-920-I07 AH-287-E19 AG-918-N23 AG-447-P19 AG-349-N13 19.7601 19.6653 0.666667 0 70 0 182
15.5_20.5 AG-447-N08 AH-324-K11 AG-430-J07 AG-914-L04 AG-896-C18 AG-390-E04 AG-422-C13 AH-321-N11 AG-390-L03 AG-905-P05 20.6074 20.6479 0.6 21 63 21 140
15.5_20.5 AG-447-K09 AG-390-E21 AG-916-G19 AG-447-L14 AG-915-C08 AG-410-L19 AG-447-O23 AG-390-C17 AH-321-N11 AH-324-K07 20.5581 20.5159 0.666667 0 70 0 107
15.5_20.5 AG-447-K09 AG-911-G06 AH-321-K15 AH-287-E08 AG-349-O13 AG-422-J03 AG-390-O04 AH-321-N11 AG-447-O23 AG-430-A11 20.303 20.1791 0.666667 0 70 0 140
15.5_20.5 AG-892-C18 AG-325-J17 AG-390-E21 AH-321-P04 AG-390-E04 AG-426-I10 AG-919-F03 AG-349-O05 AG-390-L03 AG-430-A11 20.5585 20.6873 0.666667 0 70 0 140
15.5_20.5 AG-313-A04 AG-915-B23 AG-349-C11 AG-919-I13 AG-912-J06 AG-920-I07 AG-917-N08 AG-911-G13 AG-914-J05 AG-918-N23 18.2245 18.8908 0.666667 0 70 0 147
15.5_20.5 AG-447-K09 AG-920-C09 AG-430-J07 AH-324-I20 AG-894-B13 AH-287-E08 AG-426-I10 AG-422-J03 AG-422-C13 AG-325-L02 19.4912 19.1851 0.666667 0 70 0 210
15.5_20.5 AG-918-M15 AG-912-D17 AG-919-I13 AG-349-F22 AG-917-N08 AG-896-O16 AG-313-A04 AG-918-N23 AG-447-P19 AG-917-K20 20.0745 19.2374 0.65873 6 65.6667 13 83
15.5_20.5 AG-313-A04 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-919-I13 AH-287-E19 AG-918-N23 AG-447-P19 AG-349-N13 20.0714 19.9142 0.666667 0 70 0 182
15.5_20.5 AG-313-A04 AG-916-K14 AG-912-D17 AG-919-I13 AG-911-E05 AG-349-F22 AH-287-E19 AG-896-O16 AG-918-N23 AG-447-P19 19.6631 19.4199 0.666667 0 70 0 147
15.5_20.5 AG-915-B23 AG-349-C11 AG-919-M05 AG-916-K14 AG-895-E15 AG-917-N08 AG-896-O16 AG-914-J05 AG-447-P19 AH-326-G20 17.9649 18.6429 0.666667 0 70 0 182
15.5_20.5 AG-447-L14 AH-321-P04 AG-390-E04 AG-894-B13 AH-287-E08 AG-426-I10 AG-426-K19 AG-390-O04 AH-321-N11 AG-430-A11 20.4095 20.3615 0.666667 0 70 0 182
15.5_20.5 AG-918-M15 AG-349-C11 AH-287-I04 AG-916-K14 AG-919-I13 AH-287-E19 AG-915-B23 AG-918-N23 AG-447-P19 AG-349-N13 19.7846 19.3531 0.666667 0 70 0 182
15.5_20.5 AG-916-N14 AG-915-C08 AG-892-C08 AG-390-E04 AG-894-I19 AG-899-M07 AG-905-E10 AG-333-M03 AG-390-O04 AH-321-L23 19.9049 20.1049 0.666667 0 70 0 182
15.5_20.5 AG-917-F18 AG-313-A04 AG-915-B23 AG-918-M15 AG-349-C11 AG-916-K14 AG-910-C16 AG-917-N08 AG-911-G13 AG-918-N23 18.7298 19.0414 0.666667 0 70 0 182
15.5_20.5 AG-910-G11 AG-915-B23 AG-349-C11 AG-349-F22 AG-919-M05 AG-916-K14 AG-919-I13 AG-903-M21 AH-287-E19 AG-914-J05 18.6681 18.647 0.666667 0 70 0 182
15.5_20.5 AG-892-C18 AG-894-B07 AG-915-C08 AG-892-C08 AG-430-J07 AG-422-J03 AH-287-E08 AG-333-A04 AG-447-K11 AH-324-K07 20.5838 20.7967 0.666667 0 70 0 147
15.5_20.5 AG-422-C13 AG-892-C08 AG-410-L19 AG-914-L04 AG-894-B13 AG-915-K17 AG-422-J03 AG-325-L02 AG-325-E08 AH-324-K07 20.2049 20.1777 0.666667 0 70 0 210
16.0_21.0 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-919-I13 AG-903-M21 AG-920-I07 AH-287-E19 AG-918-N23 AG-349-N13 19.2176 19.4832 0.666667 0 70 0 182
16.0_21.0 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-912-J06 AG-920-I07 AH-287-E19 AG-903-M21 AG-918-N23 AG-447-P19 19.4306 19.3749 0.666667 0 70 0 210
16.0_21.0 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-903-M21 AG-920-I07 AH-287-E19 AG-914-J05 AG-918-N23 AG-447-P19 19.4306 19.3357 0.666667 0 70 0 210
16.0_21.0 AG-333-D08 AH-321-P04 AG-914-L04 AG-430-B09 AG-359-F04 AG-919-F03 AH-324-I20 AG-422-J03 AG-426-K19 AG-894-M23 20.4486 20.7447 0.666667 0 70 0 182
16.0_21.0 AG-447-N08 AG-915-C08 AH-321-K15 AH-287-E08 AG-894-L13 AG-325-L02 AG-325-E08 AH-287-E09 AG-319-M14 AG-430-A11 20.6432 20.7388 0.666667 0 70 0 140
16.0_21.0 AG-915-C08 AG-430-J07 AH-321-G15 AG-447-P22 AG-390-M02 AH-321-L23 AG-390-L03 AG-422-G15 AG-447-I09 AG-390-O04 20.398 20.4142 0.666667 0 70 0 140
16.0_21.0 AG-410-K05 AG-390-D18 AG-390-G23 AG-447-O23 AH-324-K07 AG-920-C09 AG-430-B09 AG-359-F04 AH-287-E08 AG-895-K10 21.3293 21.0511 0.666667 0 70 0 110
16.0_21.0 AG-447-N08 AG-390-E21 AG-918-G06 AH-321-P04 AG-896-C18 AH-324-I20 AH-287-E08 AG-908-F20 AG-447-O23 AG-430-K19 19.9906 20.0937 0.666667 0 70 0 182
16.0_21.0 AG-915-B23 AG-895-E15 AH-287-E19 AG-911-G13 AG-920-I07 AG-349-C11 AG-349-F22 AG-918-N23 AG-447-P19 AG-349-N13 19.7601 19.6587 0.666667 0 70 0 182
16.0_21.0 AG-453-G04 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-912-D17 AG-895-E15 AH-287-E19 AG-918-N23 AG-447-P19 19.7886 19.68 0.666667 0 70 0 210
16.0_21.0 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-912-D17 AG-920-I07 AH-287-E19 AG-918-N23 AG-447-P19 AG-891-O15 19.7501 19.5547 0.666667 0 70 0 210
16.0_21.0 AG-313-A04 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-903-M21 AG-905-B19 AH-287-E19 AG-918-N23 AG-447-P19 19.7886 19.5928 0.666667 0 70 0 210
16.0_21.0 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-895-E15 AH-287-E19 AG-896-O16 AG-920-I07 AG-918-N23 AG-447-P19 19.5364 19.4396 0.666667 0 70 0 210
16.0_21.0 AG-917-F18 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-903-M21 AH-287-E19 AG-917-N08 AG-920-I07 AG-918-N23 19.4306 19.3717 0.666667 0 70 0 210
16.0_21.0 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-919-I13 AG-903-M21 AH-287-E19 AG-918-N23 AG-447-P19 AG-891-O15 19.7886 19.5455 0.666667 0 70 0 210
16.0_21.0 AG-918-M15 AG-349-F22 AG-916-K14 AG-895-E15 AG-920-I07 AH-287-E19 AG-915-B23 AG-918-N23 AG-447-P19 AG-917-K20 19.7501 19.4968 0.666667 0 70 0 210
16.0_21.0 AG-333-D08 AG-430-J07 AG-914-L04 AH-324-I20 AH-321-K15 AH-287-E08 AG-908-O10 AG-333-M03 AH-321-N11 AG-390-L03 20.2943 20.5004 0.666667 0 70 0 147
16.0_21.0 AG-447-N08 AG-447-K09 AG-390-E21 AG-430-J07 AG-914-L04 AH-324-I20 AH-321-K15 AG-430-B09 AG-333-M03 AG-390-L03 20.3935 20.6154 0.666667 0 70 0 147
16.0_21.0 AG-915-B23 AG-349-C11 AG-349-F22 AH-287-I04 AG-916-K14 AG-903-M21 AG-920-I07 AH-287-E19 AG-918-N23 AG-447-P19 19.4306 19.2324 0.666667 0 70 0 182
16.0_21.0 AG-447-N08 AG-426-D09 AG-915-C08 AG-892-C08 AG-422-J03 AG-908-O10 AG-359-F04 AG-899-M07 AG-894-B13 AG-390-L03 19.9127 20.1688 0.666667 0 70 0 210
16.0_21.0 AG-447-K09 AG-410-L19 AG-896-C18 AG-899-M07 AG-422-J03 AH-324-K11 AH-324-K07 AG-447-C08 AG-897-G15 AG-917-P07 20.8402 20.7597 0.666667 0 70 0 147
16.0_21.0 AG-447-L14 AG-333-D08 AH-321-P04 AH-324-K11 AG-896-C18 AG-430-B09 AG-422-J03 AG-915-C08 AG-447-K09 AG-390-O04 20.4165 20.2151 0.666667 0 70 0 210
16.0_21.0 AG-439-N16 AG-349-C11 AG-349-F22 AG-911-E05 AG-916-K14 AG-895-E15 AG-920-I07 AG-915-B23 AG-918-N23 AG-447-P19 19.4306 19.3468 0.666667 0 70 0 210
16.0_21.0 AG-439-N16 AG-349-C11 AG-916-K14 AG-895-E15 AH-287-E19 AG-911-G13 AG-920-I07 AG-915-B23 AG-918-N23 AG-447-P19 19.7601 19.6716 0.666667 0 70 0 210
16.0_21.0 AG-410-K05 AG-899-N21 AG-325-L02 AG-920-C09 AG-914-L04 AG-896-C18 AH-324-I20 AG-894-B13 AG-422-J03 AG-908-O10 20.0338 20.1334 0.666667 0 70 0 210
16.0_21.0 AG-410-K05 AH-321-N11 AH-324-K07 AG-390-O04 AG-447-L14 AG-325-L02 AG-426-B11 AG-359-F04 AG-430-J07 AG-916-G19 20.429 20.1182 0.577778 28 60.6667 28 182
16.0_21.0 AG-447-N08 AG-915-C08 AG-410-L19 AG-894-B13 AG-349-O13 AG-900-E18 AH-321-N11 AG-390-D18 AG-899-N21 AG-430-A11 21.5264 21.2323 0.666667 0 70 0 95
16.0_21.0 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-903-M21 AG-920-I07 AH-287-E19 AG-918-N23 AG-447-P19 AG-891-O15 19.7501 19.5509 0.666667 0 70 0 210
16.0_21.0 AG-447-N08 AG-447-K09 AG-390-E21 AG-333-D08 AH-321-P04 AG-390-E04 AG-908-O10 AH-321-N11 AH-324-K07 AG-422-G15 20.1974 19.9682 0.666667 0 70 0 140
16.0_21.0 AG-916-N14 AG-430-K05 AH-321-N11 AH-324-K07 AG-915-K13 AG-447-N08 AG-892-C18 AG-914-L04 AG-896-C18 AH-324-I20 21.0117 20.9952 0.577778 28 60.6667 28 107
16.0_21.0 AG-910-G11 AG-915-B23 AG-903-M21 AG-920-I07 AH-287-E19 AG-349-C11 AG-349-F22 AG-919-M05 AG-918-N23 AG-447-P19 19.7501 19.4421 0.666667 0 70 0 182
16.0_21.0 AG-447-K09 AG-892-C18 AH-324-K11 AH-321-K15 AG-894-I19 AG-422-C13 AG-325-L02 AG-333-M03 AG-390-I17 AG-319-M14 20.6435 20.6782 0.666667 0 70 0 182
16.0_21.0 AG-430-K05 AG-333-M03 AG-390-O04 AG-359-C09 AG-325-L02 AG-920-C09 AG-908-O10 AG-359-G18 AG-359-G22 AG-430-A11 20.7954 20.9448 0.666667 0 70 0 147
16.0_21.0 AG-917-F18 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-912-D17 AG-895-E15 AG-920-I07 AG-918-N23 AG-447-P19 19.4306 19.3589 0.666667 0 70 0 210
16.0_21.0 AG-447-L14 AG-333-D08 AG-915-C08 AG-896-C18 AG-894-B13 AG-359-F04 AH-287-E08 AG-908-F20 AG-325-L02 AG-337-G21 20.3418 20.0465 0.666667 0 70 0 210
16.0_21.0 AG-447-L14 AG-915-C08 AG-892-C08 AH-324-K11 AG-430-B09 AH-287-E08 AG-390-O04 AG-325-L05 AG-447-O23 AG-911-B23 20.7706 21.0167 0.666667 0 70 0 147
16.0_21.0 AG-447-K09 AG-892-C08 AH-321-K15 AG-894-B13 AH-287-E08 AG-422-J03 AG-908-O10 AG-325-L02 AG-390-O04 AG-422-G15 19.7641 19.83 0.666667 0 70 0 210
16.0_21.0 AG-919-F21 AG-915-B23 AG-349-C11 AG-349-F22 AG-916-K14 AG-912-D17 AG-903-M21 AG-920-I07 AH-287-E19 AG-918-N23 19.3891 19.3645 0.666667 0 70 0 210
16.0_21.0 AG-918-N23 AG-349-C11 AG-349-F22 AG-919-M05 AG-916-K14 AG-903-M21 AG-920-I07 AH-287-E19 AG-447-P19 AG-891-O15 19.6631 19.4311 0.666667 0 70 0 122
16.0_21.0 AG-915-B23 AG-349-F22 AG-919-M05 AG-916-K14 AG-895-E15 AG-920-I07 AH-287-E19 AG-918-N23 AG-447-P19 AH-326-G20 19.7501 19.5793 0.666667 0 70 0 182
16.0_21.0 AG-918-M15 AG-349-C11 AG-349-F22 AG-916-K14 AG-920-I07 AH-287-E19 AG-915-B23 AG-918-N23 AG-447-P19 AH-326-G20 19.7601 19.6879 0.666667 0 70 0 210
16.0_21.0 AG-325-L02 AG-430-J07 AG-896-C18 AG-915-K17 AH-287-E08 AG-422-J03 AG-894-K14 AG-390-M07 AG-390-O04 AH-324-K07 19.9982 19.9029 0.666667 0 70 0 210
16.0_21.0 AG-916-G19 AG-903-F09 AG-892-C18 AG-430-J07 AG-896-C18 AH-321-K15 AG-410-L19 AG-920-C09 AG-915-C08 AG-333-M03 19.6501 19.5217 0.666667 0 70 0 182
16.0_21.0 AG-390-E21 AG-325-J17 AG-915-C08 AG-410-L19 AH-324-I20 AG-426-I10 AG-894-K15 AG-325-L02 AG-390-O04 AG-430-A11 19.7342 19.7965 0.666667 0 70 0 210
